6628626,0,0,24,9,24,1247474048,1247474072,15,0,0,0,408,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134671247474048,"","","",72080,71512,"",22705,22720,"","","","","","","",""
6628627,3,17,0,0,244,1247473822,1247474076,71,0,0,20,20,20,20,-1,-1,37,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134061247473822,38020,002B12002,38020,"",39274,"",38020,002B12002,"","","","","","","",""
6628627,10,0,13,8,169,1247473897,1247474076,161,0,0,58,58,58,58,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,00001134301247473897,38058,"",38058,39274,39244,"",38058,39274,"","","","","","","",""
6628628,0,0,41,0,41,1247474036,1247474077,0,0,0,0,272,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134651247474036,"",002B11003,"",72015,"","",676791792,22730,"","","","","","","",""
6628629,6,6,0,10,89,1247473984,1247474079,73,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134521247473984,38020,003A11022,38020,"",39342,"",38020,936656053,"","","","","","","",""
6628630,1,19,0,0,109,1247473971,1247474081,90,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134491247473971,38020,002B12005,38020,"",39274,"",38020,002B12005,"","","","","","","",""
6628631,0,0,25,0,87,1247473991,1247474088,0,0,19,0,285,0,-1,-1,-1,21,1,1,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134541247473991,"",004B12001,"",72090,"","",618652990,22719,"","","","","","","",""
6628631,10,0,19,12,62,1247474016,1247474088,50,0,0,48,48,48,48,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,00001134581247474016,38048,"",38048,72090,74005,"",38048,72090,"","","","","","","",""
6628632,1,0,0,0,28,1247474063,1247474092,28,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134731247474063,38020,002B12003,38020,"",39338,"",38020,935721140,"","","","","","","",""
6628633,14,0,0,0,37,1247474061,1247474112,37,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134711247474061,38020,003A11024,38020,"",39233,"",38020,972548767,"","","","","","","",""
6628634,21,0,0,0,27,1247474068,1247474116,27,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134761247474068,38020,002B12004,38020,"",39418,"",38020,936541966,"","","","","","","",""
6628635,10,0,26,10,26,1247474083,1247474119,16,0,0,401,101,401,101,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134811247474083,"","","",71059,73100,"",38701,71059,"","","","","","","",""
6628636,5,0,0,0,63,1247474068,1247474136,63,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134741247474068,38020,002B12002,38020,"",39273,"",38020,935052489,"","","","","","","",""
6628637,12,0,0,0,57,1247474073,1247474142,57,0,0,7,7,7,7,-1,-1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,00001134781247474073,38004,003B11013,38004,"",70608,"",38004,972262440,"","","","","","","",""
6628638,10,0,0,0,184,1247473949,1247474143,184,0,0,7,7,7,7,-1,-1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,00001134441247473949,38007,003B11012,38007,"",70446,"",38007,626732494,"","","","","","","",""
6628639,11,0,0,0,32,1247474111,1247474154,32,0,0,7,7,7,7,-1,-1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,00001134871247474111,38001,002A12027,38001,"",70630,"",38001,619024527,"","","","","","","",""
6628640,1,50,0,0,391,1247473755,1247474161,164,0,0,7,7,7,7,-1,-1,11,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,3,0,0,0,0,0,0,0,0,0,00001133821247473755,38004,003B11011,38004,"",70987,"",38004,972700641,"","","","","","","",""
6628640,15,0,50,28,227,1247473919,1247474161,199,0,0,52,50,155,50,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,00001134341247473919,38052,"",38205,70987,77048,"",38205,70987,"","","","","","","",""
6628641,0,0,15,0,15,1247474148,1247474163,0,0,0,0,8,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134951247474148,"",004B12003,"",70356,"","",607835427,22251,"","","","","","","",""
6628642,2,0,0,0,86,1247474076,1247474164,86,0,0,7,7,7,7,-1,-1,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,00001134791247474076,38004,002B11018,38004,"",70045,"",38004,972610607,"","","","","","","",""
6628643,0,0,37,0,37,1247474127,1247474164,0,0,0,0,272,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134921247474127,"",004B12002,"",72015,"","",607191208,22730,"","","","","","","",""
6628644,1,15,0,3,68,1247474089,1247474168,19,0,0,129,283,129,283,-1,-1,32,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134821247474089,38629,003A12001,38629,"",72085,"",38629,667169762,"","","","","","","",""
6628644,11,0,15,2,46,1247474111,1247474168,44,0,0,48,48,48,48,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,00001134881247474111,38048,"",38048,72085,74005,"",38048,72085,"","","","","","","",""
6628645,1,0,0,0,38,1247474136,1247474175,38,0,0,7,7,7,7,-1,-1,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,00001134931247474136,38009,004B12025,38009,"",71104,"",38009,004B12025,"","","","","","","",""
6628646,0,0,163,0,163,1247474019,1247474182,0,0,0,0,60,0,-1,-1,-1,37,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134601247474019,"",002B12010,"",39363,"","",630006559,22208,"","","","","","","",""
6628647,3,0,0,0,75,1247474104,1247474182,75,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134861247474104,38020,002B12003,38020,"",39342,"",38020,937612751,"","","","","","","",""
6628648,2,0,0,0,28,1247474157,1247474187,28,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134991247474157,38020,002B12002,38020,"",39338,"",38020,609133436,"","","","","","","",""
6628649,8,0,0,0,42,1247474143,1247474193,42,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001134941247474143,38020,003A11025,38020,"",39274,"",38020,933457827,"","","","","","","",""
6628650,0,0,34,0,34,1247474165,1247474199,0,0,0,0,8,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001135011247474165,"",002B11002,"",70356,"","",607835427,22251,"","","","","","","",""
6628651,0,0,45,0,45,1247474162,1247474207,0,0,0,0,17,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001135001247474162,"",002B11001,"",70433,"","",672113272,22309,"","","","","","","",""
6628652,52,0,0,0,196,1247473959,1247474207,196,0,0,17,17,17,17,-1,-1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,00001134481247473959,38015,001B17017,38015,"",70433,"",38015,933039813,"","","","","","","",""
6628653,0,0,20,0,20,1247474200,1247474220,0,0,0,0,8,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001135101247474200,"",002B11003,"",70356,"","",607835427,22251,"","","","","","","",""
6628654,7,0,0,0,38,1247474187,1247474232,38,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001135061247474187,38020,003A11026,38020,"",39233,"",38020,933510093,"","","","","","","",""
6628655,0,0,118,0,118,1247474125,1247474243,0,0,0,0,97,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001134911247474125,"",004B12001,"",76055,"","",667169824,22721,"","","","","","","",""
6628656,3,0,0,0,78,1247474166,1247474247,78,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001135021247474166,38020,002B12004,38020,"",39418,"",38020,933030090,"","","","","","","",""
6628657,4,0,0,0,57,1247474199,1247474260,57,0,0,20,20,20,20,-1,-1,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001135091247474199,38020,003A11027,38020,"",39273,"",38020,653812977,"","","","","","","",""
6628658,1,0,0,6,42,1247474223,1247474266,36,0,0,128,268,128,268,-1,-1,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001135231247474223,38628,003A12001,38628,"",72101,"",38628,972501400,"","","","","","","",""
6628659,1,18,0,0,220,1247474032,1247474268,92,0,0,7,7,7,7,-1,-1,21,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,3,0,0,0,0,0,0,0,0,0,00001134641247474032,38001,004B12024,38001,"",70568,"",38001,938188916,"","","","","","","",""
6628659,16,0,18,6,128,1247474124,1247474268,122,0,0,155,50,155,50,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,00001134901247474124,38205,"",38205,70568,77040,"",38205,70568,"","","","","","","",""
6628660,10,0,0,4,20,1247474240,1247474270,16,0,0,122,257,122,257,-1,-1,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001135281247474240,38622,001A18026,38622,"",72075,"",38622,670082159,"","","","","","","",""
6628661,0,0,9,2,9,1247474285,1247474294,0,0,0,60,20,60,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001135361247474285,38060,"",38060,39342,"","",38060,39342,"","","","","","","",""
6628662,0,0,52,0,52,1247474255,1247474307,0,0,0,0,60,0,-1,-1,-1,37,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001135311247474255,"",002B12011,"",39363,"","",938462986,22208,"","","","","","","",""
6628663,0,0,96,0,96,1247474222,1247474318,0,0,0,0,8,0,-1,-1,-1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00001135221247474222,"",002B11004,"",70433,"","",933920761,22309,"","","","","","","",""
6628664,10,0,0,1,28,1247474280,1247474318,27,0,0,128,268,128,268,-1,-1,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00001135351247474280,38628,003A12001,38628,"",72101,"",38628,972501400,"","","","","","","",""
6628665,10,0,0,0,17,1247474296,1247474323,17,0,0,7,7,7,7,-1,-1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,00001135401247474296,38007,001B17019,38007,"",70608,"",38007,609338424,"","","","","","","",""
